Time,Temp_C,Air_Vel_m/s,Prec_m/h,Glo_Sol_Ir_W/m2,RH_%
2023-08-01T07:00,14.1,3.7,0.0,262.73,93.0
2023-08-01T08:00,14.7,3.3,1e-05,289.11,90.0
2023-08-01T09:00,15.9,4.6,9e-05,276.58,82.0
2023-08-01T10:00,17.2,4.0,0.00015,287.91,81.0
2023-08-01T11:00,18.1,4.8,0.00019,282.76,81.0
2023-08-01T12:00,19.6,4.4,0.00026,257.72,85.0
2023-08-01T13:00,21.6,5.7,0.00026,221.69,74.0
2023-08-01T14:00,21.4,6.1,0.00028,177.39,61.0
2023-08-01T15:00,20.8,5.8,0.00051,126.89,63.0
2023-08-01T16:00,20.5,4.4,0.00071,75.32,75.0
2023-08-01T17:00,20.8,4.4,0.00068,31.45,93.0
2023-08-01T18:00,20.5,2.8,0.00052,7.33,91.0
2023-08-01T19:00,19.6,2.7,0.00035,0.0,91.0
2023-08-01T20:00,18.9,4.4,0.00022,0.0,83.0
2023-08-01T21:00,18.4,4.2,0.00018,0.0,87.0
2023-08-01T22:00,18.0,4.0,0.00021,0.0,90.0
2023-08-01T23:00,17.5,4.0,0.00022,0.0,87.0
2023-08-02T00:00,17.4,3.7,0.00014,0.0,87.0
2023-08-02T01:00,17.2,4.9,0.00011,0.0,87.0
2023-08-02T02:00,17.3,4.3,0.00018,8.66,84.0
2023-08-02T03:00,17.5,3.9,0.00024,30.38,88.0
2023-08-02T04:00,17.4,5.7,0.00052,69.84,93.0
2023-08-02T05:00,17.3,4.7,0.00124,109.22,85.0
2023-08-02T06:00,17.6,5.7,0.00094,151.14,90.0
2023-08-02T07:00,18.4,5.9,0.00042,192.31,94.0
2023-08-02T08:00,18.5,6.2,0.00031,223.76,91.0
2023-08-02T09:00,19.1,5.3,0.00033,208.8,94.0
2023-08-02T10:00,19.7,5.4,0.00058,214.21,93.0
2023-08-02T11:00,19.5,5.2,0.00068,290.87,92.0
2023-08-02T12:00,19.5,5.0,0.00046,273.6,93.0
2023-08-02T13:00,20.2,5.4,0.0005,271.98,91.0
2023-08-02T14:00,21.1,5.9,0.00033,227.92,81.0
2023-08-02T15:00,21.5,5.1,6e-05,176.99,83.0
2023-08-02T16:00,20.8,4.8,1e-05,107.23,84.0
2023-08-02T17:00,21.0,3.9,0.0,44.52,85.0
2023-08-02T18:00,21.7,3.6,1e-05,9.29,87.0
2023-08-02T19:00,21.0,4.2,2e-05,0.0,90.0
2023-08-02T20:00,19.8,3.9,2e-05,0.0,89.0
2023-08-02T21:00,18.7,3.6,2e-05,0.0,91.0
2023-08-02T22:00,17.9,3.5,1e-05,0.0,95.0
2023-08-02T23:00,17.2,3.4,0.0,0.0,95.0
2023-08-03T00:00,16.8,3.2,1e-05,0.0,96.0
2023-08-03T01:00,16.6,3.5,1e-05,0.0,97.0
2023-08-03T02:00,16.2,3.9,1e-05,11.83,95.0
2023-08-03T03:00,15.7,3.2,1e-05,60.03,95.0
2023-08-03T04:00,15.3,3.2,1e-05,124.9,96.0
2023-08-03T05:00,15.3,3.5,1e-05,190.98,97.0
2023-08-03T06:00,15.9,3.7,0.0,238.39,94.0
2023-08-03T07:00,16.6,3.5,0.0,278.75,88.0
2023-08-03T08:00,18.8,4.0,1e-05,297.16,83.0
2023-08-03T09:00,20.1,4.2,5e-05,274.03,77.0
2023-08-03T10:00,20.9,5.0,9e-05,260.26,76.0
2023-08-03T11:00,21.7,4.5,0.00012,93.88,66.0
2023-08-03T12:00,21.5,5.0,0.0002,275.12,62.0
2023-08-03T13:00,21.7,5.3,0.0003,252.48,69.0
2023-08-03T14:00,21.0,4.8,0.00026,209.7,68.0
2023-08-03T15:00,20.4,4.5,0.0003,154.43,65.0
2023-08-03T16:00,20.7,6.6,0.00042,93.47,76.0
2023-08-03T17:00,19.1,6.0,0.00037,38.95,89.0
2023-08-03T18:00,18.2,5.7,0.00146,7.89,90.0
2023-08-03T19:00,18.0,4.6,0.00435,0.0,93.0
2023-08-03T20:00,17.7,5.7,0.00445,0.0,94.0
2023-08-03T21:00,17.2,5.3,0.00157,0.0,92.0
2023-08-03T22:00,17.0,4.7,8e-05,0.0,93.0
2023-08-03T23:00,16.7,4.6,1e-05,0.0,95.0
2023-08-04T00:00,16.2,4.4,0.0,0.0,95.0
2023-08-04T01:00,16.3,4.5,1e-05,0.0,95.0
2023-08-04T02:00,16.3,5.0,3e-05,9.32,96.0
2023-08-04T03:00,16.6,4.9,8e-05,48.58,94.0
2023-08-04T04:00,16.6,5.6,0.00016,113.29,93.0
2023-08-04T05:00,16.1,4.1,0.00019,177.18,94.0
2023-08-04T06:00,16.4,5.0,0.00023,244.36,94.0
2023-08-04T07:00,17.3,4.8,0.00025,309.12,92.0
2023-08-04T08:00,17.7,5.4,0.00026,361.6,90.0
2023-08-04T09:00,18.5,6.1,0.00029,396.91,87.0
2023-08-04T10:00,20.2,5.1,0.00025,391.19,85.0
2023-08-04T11:00,20.2,5.1,0.00023,355.48,82.0
2023-08-04T12:00,21.3,4.9,0.00028,331.34,81.0
2023-08-04T13:00,21.6,5.3,0.00041,284.02,83.0
2023-08-04T14:00,20.8,7.1,0.00051,226.51,80.0
2023-08-04T15:00,20.1,7.1,0.00054,160.17,80.0
2023-08-04T16:00,20.1,7.1,0.00041,95.36,78.0
2023-08-04T17:00,19.1,7.0,0.00024,37.78,79.0
2023-08-04T18:00,18.2,6.9,0.00013,6.23,81.0
2023-08-04T19:00,18.0,6.3,0.00011,0.0,82.0
2023-08-04T20:00,18.0,6.4,9e-05,0.0,80.0
2023-08-04T21:00,18.0,6.2,6e-05,0.0,83.0
2023-08-04T22:00,17.5,6.7,4e-05,0.0,85.0
2023-08-04T23:00,17.2,5.4,5e-05,0.0,86.0
2023-08-05T00:00,17.4,5.8,5e-05,0.0,87.0
2023-08-05T01:00,17.0,5.9,4e-05,0.0,90.0
2023-08-05T02:00,17.0,5.1,4e-05,9.42,91.0
2023-08-05T03:00,16.9,5.8,3e-05,64.66,91.0
2023-08-05T04:00,16.9,5.3,3e-05,163.6,90.0
2023-08-05T05:00,16.9,5.0,2e-05,280.19,90.0
2023-08-05T06:00,17.2,4.6,1e-05,397.86,89.0
2023-08-05T07:00,17.6,4.4,1e-05,504.64,88.0
2023-08-05T08:00,18.4,4.7,1e-05,585.54,83.0
2023-08-05T09:00,19.2,4.8,0.0,616.98,77.0
2023-08-05T10:00,20.7,4.8,0.0,644.36,70.0
2023-08-05T11:00,22.7,4.4,1e-05,593.62,63.0
2023-08-05T12:00,23.8,4.1,0.0,540.59,58.0
2023-08-05T13:00,23.6,4.2,0.0,450.4,56.0
2023-08-05T14:00,23.6,2.4,0.0,344.91,63.0
2023-08-05T15:00,22.5,1.9,0.0,231.66,68.0
2023-08-05T16:00,22.5,2.8,0.0,125.68,73.0
2023-08-05T17:00,22.8,1.6,0.0,44.23,77.0
2023-08-05T18:00,21.6,1.3,0.0,5.41,77.0
2023-08-05T19:00,20.7,2.1,0.0,0.0,79.0
2023-08-05T20:00,19.9,1.5,0.0,0.0,73.0
2023-08-05T21:00,19.3,2.3,0.0,0.0,76.0
2023-08-05T22:00,18.8,2.8,0.0,0.0,77.0
2023-08-05T23:00,18.2,1.8,0.0,0.0,79.0
2023-08-06T00:00,17.6,1.4,0.0,0.0,80.0
2023-08-06T01:00,17.1,1.2,4e-05,0.0,80.0
2023-08-06T02:00,16.6,1.8,0.00011,7.16,88.0
2023-08-06T03:00,16.2,1.3,0.00012,35.92,88.0
2023-08-06T04:00,16.4,1.4,0.00012,91.71,86.0
2023-08-06T05:00,16.5,2.2,0.00019,150.79,86.0
2023-08-06T06:00,17.1,2.3,0.00012,210.77,81.0
2023-08-06T07:00,17.8,3.2,1e-05,304.29,76.0
2023-08-06T08:00,18.4,3.3,0.0,312.55,77.0
2023-08-06T09:00,19.9,3.3,0.0,354.87,77.0
2023-08-06T10:00,21.7,4.3,4e-05,410.28,69.0
2023-08-06T11:00,22.5,4.7,7e-05,433.45,57.0
2023-08-06T12:00,22.8,5.0,6e-05,379.44,59.0
2023-08-06T13:00,23.3,5.9,8e-05,342.77,66.0
2023-08-06T14:00,23.9,6.4,8e-05,292.36,70.0
2023-08-06T15:00,23.2,5.3,9e-05,219.28,64.0
2023-08-06T16:00,23.6,5.0,8e-05,134.86,62.0
2023-08-06T17:00,24.4,5.0,5e-05,52.54,64.0
2023-08-06T18:00,24.5,4.7,6e-05,6.86,66.0
2023-08-06T19:00,24.4,4.4,8e-05,0.0,69.0
2023-08-06T20:00,23.8,4.7,8e-05,0.0,73.0
2023-08-06T21:00,23.1,4.8,7e-05,0.0,76.0
2023-08-06T22:00,22.6,5.2,3e-05,0.0,79.0
2023-08-06T23:00,22.9,4.9,1e-05,0.0,82.0
2023-08-07T00:00,23.2,5.3,1e-05,0.0,83.0
2023-08-07T01:00,23.2,4.7,1e-05,0.0,84.0
2023-08-07T02:00,22.8,4.6,0.0,7.75,84.0
2023-08-07T03:00,22.3,4.8,0.0,62.07,84.0
2023-08-07T04:00,22.2,5.1,0.0,169.99,83.0
2023-08-07T05:00,21.9,5.5,0.0,295.78,79.0
2023-08-07T06:00,22.4,6.3,0.0,421.32,76.0
2023-08-07T07:00,23.7,6.1,0.0,532.7,70.0
2023-08-07T08:00,25.0,6.0,0.0,600.78,63.0
2023-08-07T09:00,26.9,6.4,0.0,676.45,57.0
2023-08-07T10:00,29.2,6.7,0.0,684.12,52.0
2023-08-07T11:00,30.7,7.1,0.0,659.6,47.0
2023-08-07T12:00,31.8,7.2,0.0,611.8,45.0
2023-08-07T13:00,32.0,8.0,1e-05,504.32,42.0
2023-08-07T14:00,32.7,7.6,1e-05,386.4,39.0
2023-08-07T15:00,32.1,7.9,1e-05,258.96,39.0
2023-08-07T16:00,32.1,8.4,1e-05,139.41,40.0
2023-08-07T17:00,31.8,8.4,2e-05,46.15,43.0
2023-08-07T18:00,31.5,8.4,4e-05,6.3,43.0
2023-08-07T19:00,30.2,9.1,4e-05,0.0,43.0
2023-08-07T20:00,26.5,8.5,1e-05,0.0,44.0
2023-08-07T21:00,23.5,8.6,0.0,0.0,43.0
2023-08-07T22:00,22.2,5.7,0.0,0.0,60.0
2023-08-07T23:00,21.4,1.6,0.0,0.0,69.0
2023-08-08T00:00,20.6,3.1,1e-05,0.0,83.0
2023-08-08T01:00,20.3,1.3,3e-05,0.0,82.0
2023-08-08T02:00,20.8,1.2,0.00012,5.27,80.0
2023-08-08T03:00,21.2,3.8,0.00046,31.99,75.0
2023-08-08T04:00,21.8,5.2,0.00168,83.55,64.0
2023-08-08T05:00,21.1,9.2,0.00043,137.6,59.0
2023-08-08T06:00,21.0,9.1,0.00011,200.1,65.0
2023-08-08T07:00,21.1,10.1,5e-05,258.94,70.0
2023-08-08T08:00,17.8,8.6,0.00016,305.65,86.0
2023-08-08T09:00,18.1,9.1,0.00016,308.48,83.0
2023-08-08T10:00,18.8,9.0,8e-05,363.96,78.0
2023-08-08T11:00,18.8,9.1,8e-05,402.63,76.0
2023-08-08T12:00,18.8,8.4,7e-05,380.8,74.0
2023-08-08T13:00,19.5,8.0,8e-05,317.05,73.0
2023-08-08T14:00,19.1,7.9,7e-05,289.12,69.0
2023-08-08T15:00,18.5,8.2,7e-05,227.54,75.0
2023-08-08T16:00,18.7,7.3,7e-05,147.73,71.0
2023-08-08T17:00,19.0,7.3,3e-05,65.13,63.0
2023-08-08T18:00,18.6,6.7,1e-05,0.0,71.0
2023-08-08T19:00,18.1,7.1,0.0,0.0,70.0
2023-08-08T20:00,17.2,6.6,0.0,0.0,72.0
2023-08-08T21:00,15.8,5.7,0.0,0.0,74.0
2023-08-08T22:00,14.9,5.9,0.0,0.0,71.0
2023-08-08T23:00,13.9,5.5,0.0,0.0,75.0
2023-08-09T00:00,13.2,5.0,0.0,0.0,77.0
2023-08-09T01:00,12.9,4.6,0.0,0.0,81.0
2023-08-09T02:00,12.5,4.2,1e-05,7.55,85.0
2023-08-09T03:00,12.1,4.6,1e-05,65.76,89.0
2023-08-09T04:00,11.6,4.3,1e-05,173.53,90.0
2023-08-09T05:00,11.5,4.0,0.0,291.49,91.0
2023-08-09T06:00,12.1,4.3,0.0,405.1,88.0
2023-08-09T07:00,13.5,4.7,0.0,498.12,76.0
2023-08-09T08:00,15.6,5.1,0.0,565.48,67.0
2023-08-09T09:00,18.2,5.3,0.0,548.88,56.0
2023-08-09T10:00,19.8,5.2,0.0,637.01,47.0
2023-08-09T11:00,21.5,4.9,0.0,576.02,43.0
2023-08-09T12:00,22.1,4.7,0.0,513.95,41.0
2023-08-09T13:00,22.2,4.4,1e-05,434.89,39.0
2023-08-09T14:00,23.3,4.5,1e-05,331.91,38.0
2023-08-09T15:00,22.9,3.8,3e-05,223.59,37.0
2023-08-09T16:00,22.5,3.7,3e-05,123.09,41.0
2023-08-09T17:00,21.7,4.1,4e-05,46.2,39.0
2023-08-09T18:00,20.5,3.9,5e-05,0.0,48.0
2023-08-09T19:00,18.8,3.0,2e-05,0.0,59.0
2023-08-09T20:00,18.1,2.1,2e-05,0.0,67.0
2023-08-09T21:00,16.5,3.5,3e-05,0.0,76.0
2023-08-09T22:00,15.4,3.2,3e-05,0.0,77.0
2023-08-09T23:00,14.2,2.8,4e-05,0.0,83.0
2023-08-10T00:00,13.6,3.1,4e-05,0.0,86.0
2023-08-10T01:00,12.8,3.5,3e-05,0.0,89.0
2023-08-10T02:00,12.5,3.1,3e-05,7.07,93.0
2023-08-10T03:00,12.1,3.3,3e-05,50.29,95.0
2023-08-10T04:00,11.4,3.2,2e-05,123.52,95.0
2023-08-10T05:00,11.1,3.4,2e-05,189.05,95.0
2023-08-10T06:00,11.4,3.2,3e-05,232.16,97.0
2023-08-10T07:00,12.6,3.8,3e-05,237.96,93.0
2023-08-10T08:00,14.6,4.3,1e-05,269.95,80.0
2023-08-10T09:00,15.5,3.9,1e-05,239.3,67.0
2023-08-10T10:00,16.4,4.3,2e-05,348.44,60.0
2023-08-10T11:00,18.5,4.7,0.00015,318.15,54.0
2023-08-10T12:00,17.8,5.1,0.00023,267.79,57.0
2023-08-10T13:00,15.8,4.9,0.00023,240.6,60.0
2023-08-10T14:00,17.5,4.3,0.00017,190.83,62.0
2023-08-10T15:00,19.4,4.3,9e-05,135.8,55.0
2023-08-10T16:00,19.6,4.8,2e-05,88.15,55.0
2023-08-10T17:00,20.2,5.3,1e-05,36.05,54.0
2023-08-10T18:00,19.4,5.0,1e-05,0.0,61.0
2023-08-10T19:00,17.5,4.5,1e-05,0.0,61.0
2023-08-10T20:00,15.9,1.9,1e-05,0.0,73.0
2023-08-10T21:00,14.8,2.7,1e-05,0.0,70.0
2023-08-10T22:00,14.5,3.0,1e-05,0.0,80.0
2023-08-10T23:00,14.2,3.1,0.0,0.0,82.0
2023-08-11T00:00,13.7,3.1,0.0,0.0,82.0
2023-08-11T01:00,13.1,3.3,0.0,0.0,87.0
2023-08-11T02:00,12.6,4.1,1e-05,0.0,78.0
2023-08-11T03:00,12.1,3.4,1e-05,62.32,78.0
2023-08-11T04:00,11.8,2.9,2e-05,161.14,79.0
2023-08-11T05:00,11.6,2.7,1e-05,282.39,81.0
2023-08-11T06:00,11.6,3.1,0.0,402.47,83.0
2023-08-11T07:00,12.4,3.2,0.0,511.76,79.0
2023-08-11T08:00,14.7,3.4,0.0,596.65,71.0
2023-08-11T09:00,17.0,4.0,0.0,473.75,68.0
2023-08-11T10:00,19.4,4.3,0.0,486.29,53.0
2023-08-11T11:00,21.2,4.3,0.0,461.48,48.0
2023-08-11T12:00,22.5,4.2,0.0,387.23,45.0
2023-08-11T13:00,22.3,4.1,0.0,330.94,44.0
2023-08-11T14:00,23.2,4.6,0.0,267.52,38.0
2023-08-11T15:00,23.0,3.5,0.0,186.73,40.0
2023-08-11T16:00,23.2,3.0,0.0,104.98,40.0
2023-08-11T17:00,23.8,3.3,0.0,37.02,42.0
2023-08-11T18:00,22.5,3.3,0.0,0.0,41.0
2023-08-11T19:00,20.0,3.1,0.0,0.0,45.0
2023-08-11T20:00,18.4,4.2,0.0,0.0,75.0
2023-08-11T21:00,18.0,2.3,0.0,0.0,75.0
2023-08-11T22:00,17.3,1.5,0.0,0.0,79.0
2023-08-11T23:00,16.2,0.8,0.0,0.0,81.0
2023-08-12T00:00,15.2,1.4,0.0,0.0,88.0
2023-08-12T01:00,14.4,1.7,0.0,0.0,87.0
2023-08-12T02:00,13.4,1.7,0.0,0.0,87.0
2023-08-12T03:00,12.9,1.6,0.0,60.02,89.0
2023-08-12T04:00,12.2,1.9,0.0,154.66,89.0
2023-08-12T05:00,11.9,2.0,0.0,267.05,90.0
2023-08-12T06:00,12.0,1.6,0.0,376.79,87.0
2023-08-12T07:00,13.9,1.4,0.0,473.8,78.0
2023-08-12T08:00,16.2,1.8,0.0,509.07,69.0
2023-08-12T09:00,17.7,2.3,0.0,569.57,58.0
2023-08-12T10:00,19.1,2.8,0.0,426.58,53.0
2023-08-12T11:00,21.1,3.2,0.0,428.45,50.0
2023-08-12T12:00,21.0,2.6,0.0,409.47,48.0
2023-08-12T13:00,22.1,2.9,0.0,365.0,46.0
2023-08-12T14:00,22.1,3.2,0.0,299.44,45.0
2023-08-12T15:00,22.2,3.6,0.0,217.88,57.0
2023-08-12T16:00,22.5,3.2,0.0,127.07,56.0
2023-08-12T17:00,21.4,3.0,0.0,44.78,57.0
2023-08-12T18:00,20.5,2.9,0.0,0.0,62.0
2023-08-12T19:00,19.9,2.6,0.0,0.0,64.0
2023-08-12T20:00,18.9,2.6,0.0,0.0,66.0
2023-08-12T21:00,18.2,2.7,0.0,0.0,71.0
2023-08-12T22:00,17.5,3.1,0.0,0.0,69.0
2023-08-12T23:00,17.0,2.7,0.0,0.0,70.0
2023-08-13T00:00,15.8,2.8,0.0,0.0,70.0
2023-08-13T01:00,14.5,2.6,0.0,0.0,70.0
2023-08-13T02:00,13.8,2.3,0.0,0.0,76.0
2023-08-13T03:00,13.4,2.4,0.0,62.77,79.0
2023-08-13T04:00,12.9,2.6,0.0,170.61,81.0
2023-08-13T05:00,12.6,2.9,0.0,298.45,83.0
2023-08-13T06:00,13.1,3.1,0.0,423.7,82.0
2023-08-13T07:00,14.4,3.1,0.0,532.35,78.0
2023-08-13T08:00,17.0,3.5,0.0,620.31,69.0
2023-08-13T09:00,19.9,3.0,0.0,627.61,56.0
2023-08-13T10:00,22.0,2.9,0.0,603.2,51.0
2023-08-13T11:00,23.6,2.9,0.0,570.75,48.0
2023-08-13T12:00,25.0,2.7,0.0,465.73,46.0
2023-08-13T13:00,25.8,2.9,0.0,373.45,43.0
2023-08-13T14:00,26.1,2.9,0.0,274.93,42.0
2023-08-13T15:00,25.4,3.5,0.0,176.13,43.0
2023-08-13T16:00,24.8,3.3,0.0,86.32,45.0
2023-08-13T17:00,24.8,3.3,0.0,26.64,47.0
2023-08-13T18:00,23.0,2.2,0.0,0.0,51.0
2023-08-13T19:00,21.8,2.4,0.0,0.0,56.0
2023-08-13T20:00,21.1,2.8,0.0,0.0,60.0
2023-08-13T21:00,20.8,3.5,0.0,0.0,67.0
2023-08-13T22:00,20.2,3.0,0.0,0.0,65.0
2023-08-13T23:00,19.9,3.3,0.0,0.0,68.0
2023-08-14T00:00,19.2,3.0,1e-05,0.0,77.0
2023-08-14T01:00,18.8,3.4,3e-05,0.0,84.0
2023-08-14T02:00,18.1,3.7,5e-05,0.0,91.0
2023-08-14T03:00,18.1,3.2,6e-05,45.88,90.0
2023-08-14T04:00,17.5,2.9,5e-05,136.66,92.0
2023-08-14T05:00,16.9,2.7,4e-05,251.7,93.0
2023-08-14T06:00,17.0,2.6,2e-05,365.08,91.0
2023-08-14T07:00,17.4,2.9,2e-05,467.87,87.0
2023-08-14T08:00,17.9,2.7,2e-05,547.96,80.0
2023-08-14T09:00,19.0,3.1,1e-05,602.95,73.0
2023-08-14T10:00,20.8,3.0,0.0,636.53,60.0
2023-08-14T11:00,23.5,3.4,0.0,640.27,60.0
2023-08-14T12:00,22.9,4.0,0.0,590.22,59.0
2023-08-14T13:00,23.4,4.2,0.0,509.09,61.0
2023-08-14T14:00,23.8,4.8,0.0,399.08,58.0
2023-08-14T15:00,24.0,5.1,0.0,277.02,54.0
2023-08-14T16:00,23.6,4.5,0.0,151.7,57.0
2023-08-14T17:00,23.1,4.0,0.0,46.41,56.0
2023-08-14T18:00,23.0,3.7,0.0,0.0,58.0
2023-08-14T19:00,22.0,3.2,0.0,0.0,62.0
2023-08-14T20:00,21.0,2.8,0.0,0.0,66.0
2023-08-14T21:00,19.8,2.4,0.0,0.0,73.0
2023-08-14T22:00,19.0,2.0,0.0,0.0,78.0
2023-08-14T23:00,17.8,1.9,0.0,0.0,82.0
2023-08-15T00:00,16.2,2.1,0.0,0.0,86.0
2023-08-15T01:00,16.1,2.3,0.0,0.0,87.0
2023-08-15T02:00,16.0,2.7,0.0,0.0,88.0
2023-08-15T03:00,15.4,2.6,0.0,50.41,92.0
2023-08-15T04:00,14.9,2.5,0.0,155.11,94.0
2023-08-15T05:00,15.1,2.5,1e-05,282.77,94.0
2023-08-15T06:00,14.6,2.3,0.0,408.85,96.0
2023-08-15T07:00,15.7,2.7,0.0,520.62,88.0
2023-08-15T08:00,17.7,3.1,0.0,607.3,76.0
2023-08-15T09:00,19.6,3.5,0.0,652.94,66.0
2023-08-15T10:00,22.2,3.4,0.0,662.38,57.0
2023-08-15T11:00,24.1,3.1,0.0,666.95,52.0
2023-08-15T12:00,24.8,2.9,0.0,606.72,47.0
2023-08-15T13:00,25.9,2.6,0.0,513.37,42.0
2023-08-15T14:00,27.5,2.4,0.0,396.06,40.0
2023-08-15T15:00,27.4,2.8,0.0,266.69,38.0
2023-08-15T16:00,27.4,3.1,0.0,136.62,38.0
2023-08-15T17:00,27.0,3.1,0.0,37.06,39.0
2023-08-15T18:00,26.4,3.7,0.0,0.0,41.0
2023-08-15T19:00,25.6,2.9,0.0,0.0,44.0
2023-08-15T20:00,24.4,3.0,0.0,0.0,52.0
2023-08-15T21:00,23.0,4.0,0.0,0.0,52.0
2023-08-15T22:00,21.8,4.1,0.0,0.0,55.0
2023-08-15T23:00,20.6,5.0,0.0,0.0,58.0
2023-08-16T00:00,20.4,6.1,0.0,0.0,61.0
2023-08-16T01:00,19.0,5.1,0.0,0.0,84.0
2023-08-16T02:00,18.1,5.8,0.0,0.0,93.0
2023-08-16T03:00,18.3,4.8,1e-05,32.06,92.0
2023-08-16T04:00,18.0,5.5,5e-05,100.59,89.0
2023-08-16T05:00,18.0,5.0,9e-05,192.25,88.0
2023-08-16T06:00,18.4,4.6,7e-05,307.14,85.0
2023-08-16T07:00,19.3,4.7,3e-05,424.62,85.0
2023-08-16T08:00,20.5,3.8,1e-05,542.27,86.0
2023-08-16T09:00,22.0,3.5,1e-05,378.93,80.0
2023-08-16T10:00,23.5,3.7,1e-05,435.9,73.0
2023-08-16T11:00,26.0,4.2,2e-05,475.81,73.0
2023-08-16T12:00,25.9,4.3,4e-05,432.42,71.0
2023-08-16T13:00,26.6,3.9,7e-05,360.84,64.0
2023-08-16T14:00,27.4,4.0,9e-05,273.58,60.0
2023-08-16T15:00,27.8,3.7,7e-05,180.5,75.0
2023-08-16T16:00,27.5,2.8,2e-05,89.16,75.0
2023-08-16T17:00,25.9,2.6,1e-05,25.34,76.0
2023-08-16T18:00,25.2,1.7,0.0,0.0,76.0
2023-08-16T19:00,24.0,1.8,0.0,0.0,77.0
2023-08-16T20:00,23.0,0.7,2e-05,0.0,81.0
2023-08-16T21:00,21.9,1.2,4e-05,0.0,85.0
2023-08-16T22:00,21.0,1.6,8e-05,0.0,82.0
2023-08-16T23:00,20.8,1.7,7e-05,0.0,81.0
2023-08-17T00:00,20.6,0.9,3e-05,0.0,88.0
2023-08-17T01:00,20.7,0.9,2e-05,0.0,90.0
2023-08-17T02:00,20.5,3.5,1e-05,0.0,92.0
2023-08-17T03:00,19.5,3.3,0.0,38.59,80.0
2023-08-17T04:00,18.6,3.2,0.0,128.34,76.0
2023-08-17T05:00,18.4,2.9,0.0,246.48,80.0
2023-08-17T06:00,18.4,2.9,0.0,367.44,83.0
2023-08-17T07:00,18.6,3.4,0.0,473.3,83.0
2023-08-17T08:00,19.2,3.2,0.0,549.79,74.0
2023-08-17T09:00,20.1,3.6,0.0,602.7,65.0
2023-08-17T10:00,21.7,4.1,0.0,585.6,59.0
2023-08-17T11:00,23.2,4.4,0.0,570.41,56.0
2023-08-17T12:00,23.0,4.5,0.0,523.91,52.0
2023-08-17T13:00,23.5,5.1,0.0,444.42,55.0
2023-08-17T14:00,23.4,4.9,0.0,343.9,59.0
2023-08-17T15:00,23.8,4.7,0.0,229.58,60.0
2023-08-17T16:00,23.5,3.7,0.0,116.8,60.0
2023-08-17T17:00,23.5,3.3,0.0,30.88,60.0
2023-08-17T18:00,22.9,3.2,0.0,0.0,65.0
2023-08-17T19:00,22.0,2.9,0.0,0.0,70.0
2023-08-17T20:00,21.0,2.7,0.0,0.0,72.0
2023-08-17T21:00,19.7,2.0,0.0,0.0,77.0
2023-08-17T22:00,19.1,1.8,0.0,0.0,80.0
2023-08-17T23:00,18.0,0.8,0.0,0.0,85.0
2023-08-18T00:00,17.8,0.7,0.0,0.0,85.0
2023-08-18T01:00,17.5,2.2,0.0,0.0,85.0
2023-08-18T02:00,17.1,2.9,0.0,0.0,85.0
2023-08-18T03:00,18.0,3.3,0.0,31.64,85.0
2023-08-18T04:00,17.5,3.6,0.0,98.01,85.0
2023-08-18T05:00,17.5,3.6,0.0,183.36,84.0
2023-08-18T06:00,17.9,4.0,0.0,279.77,79.0
2023-08-18T07:00,18.4,4.1,0.0,355.04,76.0
2023-08-18T08:00,19.4,4.0,0.0,408.05,71.0
2023-08-18T09:00,20.1,3.5,1e-05,418.72,66.0
2023-08-18T10:00,21.0,3.2,2e-05,469.98,62.0
2023-08-18T11:00,21.0,4.1,1e-05,427.41,61.0
2023-08-18T12:00,21.6,4.4,0.0,370.41,61.0
2023-08-18T13:00,22.5,5.2,0.0,303.56,60.0
2023-08-18T14:00,22.2,5.4,1e-05,222.78,59.0
2023-08-18T15:00,21.2,5.4,2e-05,140.02,57.0
2023-08-18T16:00,20.9,5.1,5e-05,67.79,59.0
2023-08-18T17:00,20.0,5.0,6e-05,18.78,62.0
2023-08-18T18:00,19.4,4.8,4e-05,0.0,62.0
2023-08-18T19:00,18.6,4.0,4e-05,0.0,64.0
2023-08-18T20:00,17.7,4.1,0.00058,0.0,68.0
2023-08-18T21:00,17.5,4.3,0.00262,0.0,68.0
2023-08-18T22:00,17.7,4.1,0.00381,0.0,69.0
2023-08-18T23:00,17.5,4.6,0.00287,0.0,69.0
2023-08-19T00:00,17.0,4.2,0.00169,0.0,71.0
2023-08-19T01:00,17.0,3.8,0.0014,0.0,71.0
2023-08-19T02:00,16.9,4.3,0.00134,0.0,71.0
2023-08-19T03:00,16.5,3.7,0.00112,16.34,75.0
2023-08-19T04:00,15.9,4.3,0.0009,45.81,75.0
2023-08-19T05:00,15.6,4.3,0.00064,80.66,76.0
2023-08-19T06:00,15.5,4.3,0.00046,111.33,84.0
2023-08-19T07:00,15.7,3.5,0.00031,140.47,84.0
2023-08-19T08:00,15.8,4.5,0.00021,199.8,89.0
2023-08-19T09:00,16.6,4.1,0.00017,162.16,84.0
2023-08-19T10:00,16.9,3.6,0.00015,188.72,83.0
2023-08-19T11:00,17.4,3.6,0.00013,126.03,81.0
2023-08-19T12:00,17.8,3.8,0.00014,127.29,71.0
2023-08-19T13:00,18.1,3.4,0.00014,130.31,70.0
2023-08-19T14:00,18.6,3.4,0.00013,105.45,70.0
2023-08-19T15:00,18.7,3.7,0.00011,75.71,72.0
2023-08-19T16:00,18.8,3.8,9e-05,39.09,74.0
