Tsi,Tso
Tsi_C,Tso_C
1.915027600440080E-01,8.275751371979180E+00
1.920411483220830E-01,8.635988003763640E+00
1.925805999777280E-01,9.105388466134030E+00
1.931211035617230E-01,9.609983876144970E+00
1.936626474526210E-01,1.008433554404400E+01
1.942052198927480E-01,1.060254585991410E+01
1.947488090107000E-01,1.130761065766170E+01
1.952934028314800E-01,1.186660923636430E+01
1.958389892755470E-01,1.208457603043840E+01
1.963855561480700E-01,1.205560246127450E+01
1.969330911196380E-01,1.170188624566590E+01
1.974815816994970E-01,1.112803147648920E+01
1.980310152021980E-01,1.046608529080150E+01
1.985813787082930E-01,9.963839951820890E+00
1.991326590194790E-01,9.550770095033190E+00
1.996848426083500E-01,9.216157339672050E+00
2.002379155627670E-01,8.830399750718950E+00
2.007918635246980E-01,8.577704475618510E+00
2.013466716233690E-01,8.369545499429480E+00
2.019023244026000E-01,8.060381754155610E+00
2.024588057423120E-01,7.745736617583460E+00
2.030160987744200E-01,7.513709386167790E+00
2.035741857935870E-01,7.376652547642850E+00
2.041330481636590E-01,7.450418397265620E+00
2.046926662209400E-01,7.668164761884930E+00
2.052530191758340E-01,8.026715392868750E+00
2.058140850147080E-01,8.529265149006740E+00
2.063758404040890E-01,9.147821241771000E+00
2.069382605994950E-01,9.776153606632280E+00
2.075013193612790E-01,1.031118770309410E+01
2.080649888798220E-01,1.062354834389590E+01
2.086292397122240E-01,1.073044783631650E+01
2.091940407323910E-01,1.074532854267110E+01
2.097593590959830E-01,1.049811864111410E+01
2.103251602212300E-01,1.012762676596880E+01
2.108914077860690E-01,9.794086062713540E+00
2.114580637414970E-01,9.382254386224790E+00
2.120250883404510E-01,9.107044174388640E+00
2.125924401810090E-01,8.765315692550070E+00
2.131600762622300E-01,8.254520177505400E+00
2.137279520505710E-01,7.767041628746530E+00
2.142960215545670E-01,7.342773059013930E+00
2.148642374053110E-01,7.079675145764300E+00
2.154325509402700E-01,6.821206543092110E+00
2.160009122880910E-01,6.590390869877710E+00
2.165692704523200E-01,6.325158184442110E+00
2.171375733922790E-01,6.251385356497480E+00
2.177057680997960E-01,6.408728112050400E+00
2.182738006709620E-01,6.750807970854800E+00
2.188416163725630E-01,7.385689629938010E+00
2.194091597033390E-01,8.156697915583590E+00
2.199763744506210E-01,8.953945122207860E+00
2.205432037432660E-01,9.803813238243200E+00
2.211095901020250E-01,1.042960666782480E+01
2.216754754886610E-01,1.098484903889230E+01
2.222408013550800E-01,1.134871149723440E+01
2.228055086937030E-01,1.130264982524710E+01
2.233695380900520E-01,1.111332222057190E+01
2.239328297782500E-01,1.082798226103630E+01
2.244953236997720E-01,1.039375721741860E+01
2.250569595653960E-01,9.902370459011840E+00
2.256176769199070E-01,9.547028196802790E+00
2.261774152087260E-01,9.167447087511870E+00
2.267361138453290E-01,8.856368327170720E+00
2.272937122780770E-01,8.524864915797540E+00
2.278501500549310E-01,8.229212149764520E+00
2.284053668845240E-01,7.774845689598420E+00
2.289593026921230E-01,7.411613353494270E+00
2.295118976692650E-01,6.975498714979820E+00
2.300630923161710E-01,6.735836665329960E+00
2.306128274764350E-01,6.661290323383670E+00
2.311610443640010E-01,6.790200189683520E+00
2.317076845829330E-01,7.062012783981740E+00
2.322526901409850E-01,7.477807604975660E+00
2.327960034584630E-01,8.006957317487740E+00
2.333375673742170E-01,8.454748432989750E+00
2.338773251509160E-01,9.150113623997280E+00
2.344152204818730E-01,9.726404550115110E+00
2.349511975016960E-01,9.980278083477440E+00
2.354852008028960E-01,1.011715779800380E+01
2.360171754603200E-01,1.014309296530640E+01
2.365470670648200E-01,1.002669639960490E+01
2.370748217671300E-01,9.676757239615540E+00
2.376003863323060E-01,9.055984956273010E+00
2.381237082045050E-01,8.328992320648380E+00
2.386447355812820E-01,7.507783436406080E+00
2.391634174959970E-01,6.929836356312020E+00
2.396797039064590E-01,6.554057183262880E+00
2.401935457875300E-01,6.293794227566740E+00
2.407048952251420E-01,6.106634234268470E+00
2.412137055090260E-01,5.948147914865890E+00
2.417199312215040E-01,5.793511837093630E+00
2.422235283198060E-01,5.624324537702350E+00
2.427244542096840E-01,5.495286269858580E+00
2.432226678084940E-01,5.472448426072350E+00
2.437181295963860E-01,5.699139670270800E+00
2.442108016548220E-01,6.144016051931990E+00
2.447006476921560E-01,6.801830930021670E+00
2.451876330565810E-01,7.698018501384140E+00
2.456717247372190E-01,8.794306919848970E+00
2.461528913545340E-01,9.590991805688600E+00
2.466311031415100E-01,1.045445763022370E+01
2.471063319172260E-01,1.140952701523700E+01
2.475785510544500E-01,1.211930718970970E+01
2.480477354428120E-01,1.254988458475190E+01
2.485138614488630E-01,1.221119146544420E+01
2.489769068740780E-01,1.171566318991410E+01
2.494368509114680E-01,1.115613343725970E+01
2.498936741011080E-01,1.044432573627580E+01
2.503473582845070E-01,9.612000013939200E+00
2.507978865574140E-01,8.980548711508180E+00
2.512452432204030E-01,8.452114375028100E+00
2.516894137263800E-01,7.939339393055410E+00
2.521303846241220E-01,7.426084742109960E+00
2.525681434970030E-01,7.050539199491270E+00
2.530026788962430E-01,6.734156551789710E+00
2.534339802683310E-01,6.461459734241070E+00
2.538620378766680E-01,6.280021851231950E+00
2.542868427179460E-01,6.237754682302620E+00
2.547083864343550E-01,6.455681286854500E+00
2.551266612232090E-01,6.933790610669880E+00
2.555416597461270E-01,7.698820887905120E+00
2.559533750403260E-01,8.681493334463990E+00
2.563618004349580E-01,9.147459414904350E+00
2.567669294755460E-01,9.811104216968720E+00
2.571687558596480E-01,1.018258260781390E+01
2.575672733866910E-01,1.038472631080040E+01
2.579624759245440E-01,1.054815973255170E+01
2.583543573949220E-01,1.024294715820250E+01
2.587429117790070E-01,9.850624401420410E+00
2.591281331439130E-01,9.125246651389760E+00
2.595100156897590E-01,8.373541060921850E+00
2.598885538162840E-01,7.588479971097610E+00
2.602637422070580E-01,6.799798156031480E+00
2.606355759286250E-01,6.265881283510810E+00
2.610040505412780E-01,5.754331991308180E+00
2.613691622176690E-01,5.417288600085680E+00
2.617309078652300E-01,5.186055877228010E+00
2.620892852482240E-01,4.943776644555320E+00
2.624442931054470E-01,4.782567262419810E+00
2.627959312598420E-01,4.628708548392460E+00
2.631442007168420E-01,4.648560917183190E+00
2.634891037488220E-01,4.836290331972610E+00
2.638306439637980E-01,5.283668854182640E+00
2.641688263572520E-01,5.892991215551530E+00
2.645036573467310E-01,6.756706547729540E+00
2.648351447895540E-01,7.796270527329620E+00
2.651632979845870E-01,9.078942111106450E+00
2.654881276594970E-01,1.008546800623410E+01
2.658096459452330E-01,1.095318033872370E+01
2.661278663396290E-01,1.177763775431760E+01
2.664428036619980E-01,1.233175180231280E+01
2.667544740004570E-01,1.252118648780980E+01
2.670628946534070E-01,1.250242784234200E+01
2.673680840662650E-01,1.224554035020000E+01
2.676700617640730E-01,1.150669371241960E+01
2.679688482802330E-01,1.068031082903320E+01
2.682644650811810E-01,9.918773764772120E+00
2.685569344864980E-01,9.390600436011760E+00
2.688462795837120E-01,8.871205278374530E+00
2.691325241369730E-01,8.321294423476140E+00
2.694156924887450E-01,7.843560733314060E+00
2.696958094539140E-01,7.396124275776820E+00
2.699729002059530E-01,6.918740313278120E+00
2.702469901552940E-01,6.641722127560510E+00
2.705181048205480E-01,6.200755624209410E+00
2.707862696938790E-01,5.998122912982150E+00
2.710515101024370E-01,6.080964707304920E+00
2.713138510684340E-01,6.490834313067420E+00
2.715733171709750E-01,7.053502461227520E+00
2.718299324132390E-01,7.763703221958940E+00
2.720837200988990E-01,8.555396160503470E+00
2.723347027218070E-01,9.364133983176410E+00
2.725829018728870E-01,1.024892012843510E+01
2.728283381678670E-01,1.064350143431830E+01
2.730710311990130E-01,1.116585846944870E+01
2.733109995133200E-01,1.136232563385800E+01
2.735482606187640E-01,1.124376324207480E+01
2.737828310192740E-01,1.076731050955680E+01
2.740147262780410E-01,1.002123769284770E+01
2.742439611077620E-01,9.219053703458950E+00
2.744705494853960E-01,8.442313897325190E+00
2.746945047881260E-01,7.846320936864540E+00
2.749158399464420E-01,7.289714176943950E+00
2.751345676096740E-01,6.790803086302810E+00
2.753507003189330E-01,6.541275043682130E+00
2.755642506822580E-01,6.421762875492820E+00
2.757752315468420E-01,6.312370472993400E+00
2.759836561635390E-01,6.012689290851400E+00
2.761895383393330E-01,5.805353299659560E+00
2.763928925741900E-01,5.709895430251460E+00
2.765937341794790E-01,5.850115970353670E+00
2.767920793761310E-01,6.155234881298390E+00
2.769879453715900E-01,6.575374919175580E+00
2.771813504155640E-01,7.097948757577990E+00
2.773723138354100E-01,7.691383020814060E+00
2.775608560527210E-01,8.093274804710440E+00
2.777469985832070E-01,8.490756968665480E+00
2.779307640223620E-01,8.902918043896860E+00
2.781121760195620E-01,9.201467638550100E+00
2.782912592432070E-01,9.281992656921420E+00
2.784680393393490E-01,9.164988697055020E+00
2.786425428858750E-01,8.856006445712480E+00
2.788147973438740E-01,8.407952872137550E+00
2.789848310072920E-01,7.891292379671780E+00
2.791526729514330E-01,7.410197648268350E+00
2.793183529803410E-01,7.106321696071400E+00
2.794819015726340E-01,6.882688016990110E+00
2.796433498249820E-01,6.576618918422660E+00
2.798027293921870E-01,6.284234901031350E+00
2.799600724226590E-01,6.050669122336350E+00
2.801154114881440E-01,5.816653833806640E+00
2.802687795066720E-01,5.565090252767810E+00
2.804202096579810E-01,5.387011492252450E+00
2.805697352910380E-01,5.424038325296760E+00
2.807173898237090E-01,5.640081074806190E+00
2.808632066351170E-01,5.955226966736600E+00
2.810072189517050E-01,6.411362802202720E+00
2.811494597284520E-01,7.166768902711570E+00
2.812899615270950E-01,7.977199559781360E+00
2.814287563934730E-01,8.751026413700190E+00
2.815658757362940E-01,9.286845914012120E+00
2.817013502096680E-01,1.007118390683650E+01
2.818352096016780E-01,1.058480451004140E+01
2.819674827310260E-01,1.078662469730610E+01
2.820981973535410E-01,1.076797462736530E+01
2.822273800798460E-01,1.045370027148900E+01
2.823550563051260E-01,9.954930642853880E+00
2.824812501513500E-01,9.354646728652740E+00
2.826059844218910E-01,8.741770933359780E+00
2.827292805679670E-01,8.237781196763500E+00
2.828511586659560E-01,7.864448760574750E+00
2.829716374043090E-01,7.566266719924470E+00
2.830907340785700E-01,7.266510453529540E+00
2.832084645928960E-01,7.020854731143500E+00
2.833248434665240E-01,6.831247690003470E+00
2.834398838437290E-01,6.604638776268140E+00
2.835535975061030E-01,6.427414517467070E+00
2.836659948863390E-01,6.348643147353290E+00
2.837770850830680E-01,6.431704651582500E+00
2.838868758768120E-01,6.691062601575460E+00
2.839953737475360E-01,7.110539249401760E+00
2.841025838947140E-01,7.713140481026030E+00
2.842085102611710E-01,8.661072570912740E+00
2.843131555622380E-01,9.410392135428530E+00
2.844165213218590E-01,9.957776912166460E+00
2.845186079173200E-01,1.040893482421680E+01
2.846194146340800E-01,1.124007606163040E+01
2.847189397319400E-01,1.184049472823880E+01
2.848171805233790E-01,1.192966118766130E+01
2.849141334643570E-01,1.158409698660970E+01
2.850097942573820E-01,1.096211963620180E+01
2.851041579660230E-01,1.028036977534530E+01
2.851972191394770E-01,9.655886058366370E+00
2.852889719452970E-01,9.214759134257720E+00
2.853794103079180E-01,8.875432021958860E+00
2.854685280503020E-01,8.583598750349560E+00
2.855563190358040E-01,8.356748046056830E+00
2.856427773073040E-01,8.099359061932450E+00
2.857278972207450E-01,7.788536433402220E+00
2.858116735704600E-01,7.501942602298420E+00
2.858941017040370E-01,7.212890303080270E+00
2.859751776249870E-01,7.071235961985500E+00
2.860548980820460E-01,7.206920886071360E+00
2.861332606446030E-01,7.539281753906690E+00
2.862102637643870E-01,8.041589374946400E+00
2.862859068241920E-01,8.997492603734500E+00
2.863601901749870E-01,1.017007375465380E+01
2.864331151632060E-01,1.108409467197170E+01
2.865046841503640E-01,1.191225126003160E+01
2.865749005273330E-01,1.255692817018350E+01
2.866437687255990E-01,1.311112466515710E+01
2.867112942277300E-01,1.341159703030840E+01
2.867774835789590E-01,1.357458769597730E+01
2.868423444014060E-01,1.338698209088050E+01
2.869058854119590E-01,1.277443037321250E+01
2.869681164442620E-01,1.198763576380440E+01
2.870290484747050E-01,1.125767581938450E+01
2.870886936517440E-01,1.073915009556190E+01
2.871470653273960E-01,1.033462939278490E+01
2.872041780893330E-01,9.976848801568100E+00
2.872600477917270E-01,9.662885306733390E+00
2.873146915828790E-01,9.224892880980560E+00
2.873681279276230E-01,8.853226561953430E+00
2.874203766227220E-01,8.503943525553010E+00
2.874714588037450E-01,8.213276476302110E+00
2.875213969423820E-01,8.093309135966930E+00
2.875702148336710E-01,8.153274944371930E+00
2.876179375732290E-01,8.431432957509490E+00
2.876645915252050E-01,8.914157881372430E+00
2.877102042822260E-01,9.647632906549970E+00
2.877548046191800E-01,1.072001020921680E+01
2.877984224430480E-01,1.201671400522020E+01
2.878410887412840E-01,1.309620221339430E+01
2.878828355313160E-01,1.393503904200220E+01
2.879236958136910E-01,1.465021636133390E+01
2.879637035311160E-01,1.457832783516110E+01
2.880028935352450E-01,1.437660491767680E+01
2.880413015625480E-01,1.406828490334760E+01
2.880789642199230E-01,1.358521426507590E+01
2.881159189800920E-01,1.289359438475720E+01
2.881522041860820E-01,1.225811177182440E+01
2.881878590634530E-01,1.178753439846400E+01
2.882229237383640E-01,1.140337783041060E+01
2.882574392590940E-01,1.103129591121590E+01
2.882914476183120E-01,1.060459141355980E+01
2.883249917732510E-01,1.019592550107350E+01
2.883581156609600E-01,9.811046763952390E+00
2.883908642060310E-01,9.478632238685160E+00
2.884232833185550E-01,9.214692351795070E+00
2.884554198806560E-01,9.098874268413980E+00
2.884873217205340E-01,9.214453789860620E+00
2.885190375737420E-01,9.509444032321370E+00
2.885506170321280E-01,9.983120046570910E+00
2.885821104816470E-01,1.068510433756050E+01
2.886135690308680E-01,1.161470428973380E+01
2.886450444325600E-01,1.269024784437290E+01
2.886765890010830E-01,1.377973696707620E+01
2.887082555285510E-01,1.448848492729960E+01
2.887400972026700E-01,1.465297456996200E+01
2.887721675290200E-01,1.484792454437410E+01
2.888045202601400E-01,1.499668806458610E+01
2.888372093332740E-01,1.468648245162730E+01
2.888702888180160E-01,1.422425696203780E+01
2.889038128744020E-01,1.366590439738660E+01
2.889378357212540E-01,1.315893574324780E+01
2.889724116139400E-01,1.275140047474590E+01
2.890075948300480E-01,1.242362821365380E+01
2.890434396609970E-01,1.209949358295670E+01
2.890800004072000E-01,1.174406172595960E+01
2.891173313742290E-01,1.142295013609200E+01
2.891554868673550E-01,1.102717651092320E+01
2.891945211820210E-01,1.069262649167830E+01
2.892344885881110E-01,1.042965852153070E+01
2.892754433063370E-01,1.032967464786460E+01
2.893174394756590E-01,1.041689624093710E+01
2.893605311113150E-01,1.070876878737010E+01
2.894047720537370E-01,1.113196856858920E+01
2.894502159092700E-01,1.183764879960110E+01
2.894969159842800E-01,1.298700244137530E+01
2.895449252146780E-01,1.407505758871050E+01
2.895942960933030E-01,1.492062945467240E+01
2.896450805977730E-01,1.571252537235900E+01
2.896973301214550E-01,1.638091871156010E+01
2.897510954100560E-01,1.682931645975740E+01
2.898064265060180E-01,1.696280810681840E+01
2.898633727024640E-01,1.674070608003660E+01
2.899219825078890E-01,1.621230941306250E+01
2.899823036221770E-01,1.552570281342110E+01
2.900443829238660E-01,1.482842352588840E+01
2.901082664679690E-01,1.425302603216730E+01
2.901739994930780E-01,1.378417288386380E+01
2.902416264359920E-01,1.339179799811490E+01
2.903111909517520E-01,1.302886070567250E+01
2.903827359367520E-01,1.264928800135080E+01
2.904563035525440E-01,1.229624593737810E+01
2.905319352480500E-01,1.196235487154460E+01
2.906096717781990E-01,1.168438227656250E+01
2.906895532173790E-01,1.157710222837280E+01
2.907716189666630E-01,1.167553560313570E+01
2.908559077543630E-01,1.187987860786220E+01
2.909424576300940E-01,1.226540913673090E+01
2.910313059532030E-01,1.272078976325300E+01
2.911224893769670E-01,1.346815972290450E+01
2.912160438304360E-01,1.437145972900200E+01
2.913120045001670E-01,1.542251804319850E+01
2.914104058142230E-01,1.614495368181740E+01
2.915112814308440E-01,1.705877625584090E+01
2.916146642339860E-01,1.764832723980060E+01
2.917205863376000E-01,1.785367897017640E+01
2.918290791000020E-01,1.770307589533110E+01
2.919401731491080E-01,1.718157579074770E+01
2.920538984186330E-01,1.645029057815090E+01
2.921702841946580E-01,1.569828671437760E+01
2.922893591712970E-01,1.511964828150850E+01
2.924111515136090E-01,1.460233181851730E+01
2.925356889253630E-01,1.413379033692580E+01
2.926629987189360E-01,1.369858306511620E+01
2.927931078843840E-01,1.329540797230350E+01
2.929260431547110E-01,1.294556403422470E+01
2.930618310644920E-01,1.260018773321680E+01
2.932004979993350E-01,1.234354168437380E+01
2.933420702341280E-01,1.228318845377420E+01
2.934865739586150E-01,1.240058908214730E+01
2.936340352895480E-01,1.266894491215950E+01
2.937844802693840E-01,1.320065410172480E+01
2.939379348522410E-01,1.382167171885620E+01
2.940944248785200E-01,1.457138404512280E+01
2.942539760401900E-01,1.547370618607970E+01
2.944166138391860E-01,1.647452755330290E+01
2.945823635416780E-01,1.763102693979410E+01
2.947512501310590E-01,1.848872114231070E+01
2.949232982624420E-01,1.898229460610760E+01
2.950985322211630E-01,1.902201774357050E+01
2.952769758873990E-01,1.867512350756830E+01
2.954586527084370E-01,1.798127071735010E+01
2.956435856794870E-01,1.718186263686700E+01
2.958317973332710E-01,1.642738323675320E+01
2.960233097379140E-01,1.582206355979910E+01
2.962181445020250E-01,1.528538154292240E+01
2.964163227853630E-01,1.476693637551340E+01
2.966178653129910E-01,1.430162745916250E+01
2.968227923906280E-01,1.383744864443710E+01
2.970311239187860E-01,1.346940624195560E+01
2.972428794033750E-01,1.311281922600120E+01
2.974580779607180E-01,1.282051735984660E+01
2.976767383153700E-01,1.266770428124780E+01
2.978988787896340E-01,1.277350247968930E+01
2.981245172843670E-01,1.313805135901280E+01
2.983536712512990E-01,1.384552955708390E+01
2.985863576578360E-01,1.467467599519730E+01
2.988225929458650E-01,1.570663611300050E+01
2.990623929866780E-01,1.638696798314070E+01
2.993057730344550E-01,1.714036100741790E+01
2.995527476809740E-01,1.780858388437130E+01
2.998033308142260E-01,1.854806138857570E+01
3.000575355834310E-01,1.907013125593240E+01
3.003153743725990E-01,1.913738519956970E+01
3.005768587842620E-01,1.883412942840610E+01
3.008419996343640E-01,1.831261427559750E+01
3.011108069586130E-01,1.759508163537510E+01
3.013832900298390E-01,1.689720235742600E+01
3.016594573852020E-01,1.631257102396460E+01
3.019393168614450E-01,1.584069537212840E+01
3.022228756358990E-01,1.541703745068280E+01
3.025101402704850E-01,1.507457332765360E+01
3.028011167558600E-01,1.469441631519810E+01
3.030958105527490E-01,1.434281651429430E+01
3.033942266277420E-01,1.394515311497680E+01
3.036963694811660E-01,1.362622461626530E+01
3.040022431651780E-01,1.348184993941770E+01
3.043118512908430E-01,1.353833296035760E+01
3.046251970237220E-01,1.381024869707460E+01
3.049422830682240E-01,1.420927247745170E+01
3.052631116417300E-01,1.477918437426190E+01
3.055876844401710E-01,1.544875277927940E+01
3.059160025972910E-01,1.622378221779070E+01
3.062480666402390E-01,1.690824940235510E+01
3.065838764443490E-01,1.766073952220800E+01
3.069234311900110E-01,1.807946068689710E+01
3.072667293243730E-01,1.867464110200680E+01
3.076137685302610E-01,1.890755178144950E+01
3.079645457042580E-01,1.881818638338130E+01
3.083190569452210E-01,1.854217602370090E+01
3.086772975538720E-01,1.812084534289850E+01
3.090392620433710E-01,1.773770439704440E+01
3.094049441600870E-01,1.732189858009550E+01
3.097743369131300E-01,1.691229088257840E+01
3.101474326106950E-01,1.652992910630880E+01
3.105242229008260E-01,1.611750697631850E+01
3.109046988139930E-01,1.568379505939630E+01
3.112888508047630E-01,1.527672938859090E+01
3.116766687899490E-01,1.490761108359470E+01
3.120681421808920E-01,1.463683360400440E+01
3.124632599079220E-01,1.451049810493900E+01
3.128620104355910E-01,1.448766052376680E+01
3.132643817678870E-01,1.453280151530520E+01
3.136703614433190E-01,1.465636014425530E+01
3.140799365204310E-01,1.477834020108290E+01
3.144930935549490E-01,1.469241593453570E+01
3.149098185703040E-01,1.445139570463080E+01
3.153300970237420E-01,1.411061147375510E+01
3.157539137705200E-01,1.405649634746440E+01
3.161812530288050E-01,1.405814009581790E+01
3.166120983478820E-01,1.398621708509720E+01
3.170464325821000E-01,1.388277682831400E+01
3.174842378725960E-01,1.368634184139830E+01
3.179254956384110E-01,1.338343114517120E+01
3.183701865780520E-01,1.309967925935140E+01
3.188182906819120E-01,1.282449117819510E+01
3.192697872553500E-01,1.259293139956700E+01
3.197246549516120E-01,1.240888219130760E+01
3.201828718131950E-01,1.226443084024070E+01
3.206444153197940E-01,1.212501792938320E+01
3.211092624405840E-01,1.201156142077560E+01
3.215773896883210E-01,1.188112855684330E+01
3.220487731726350E-01,1.170618755573320E+01
3.225233886498420E-01,1.167369754998900E+01
3.230012115667540E-01,1.177528129600390E+01
3.234822170961230E-01,1.211643726210640E+01
3.239663801616750E-01,1.269202560874510E+01
3.244536754510450E-01,1.347685526028680E+01
3.249440774152730E-01,1.452608903494850E+01
3.254375602540080E-01,1.566450071870440E+01
3.259340978858790E-01,1.652856624691980E+01
3.264336639039780E-01,1.707559239432710E+01
3.269362315166880E-01,1.741801155854810E+01
3.274417734744450E-01,1.763879147778840E+01
3.279502619832660E-01,1.751567975669400E+01
3.284616686061140E-01,1.715635671941200E+01
3.289759641533240E-01,1.652664111268020E+01
3.294931185634480E-01,1.577484250822060E+01
3.300131007759380E-01,1.502052038931240E+01
3.305358785971850E-01,1.426823096386470E+01
3.310614185614400E-01,1.359894883544450E+01
3.315896857881760E-01,1.305041707949190E+01
3.321206438375230E-01,1.252963585067700E+01
3.326542545654460E-01,1.202792508086060E+01
3.331904779804250E-01,1.154923343307010E+01
3.337292721035250E-01,1.114271710410800E+01
3.342705928338910E-01,1.075122012597850E+01
3.348143938218670E-01,1.047453396184780E+01
3.353606263521190E-01,1.062246891266560E+01
3.359092392392970E-01,1.105307293226400E+01
3.364601787389120E-01,1.170823650513580E+01
3.370133884761460E-01,1.252598198272590E+01
3.375688093952980E-01,1.361257832315940E+01
3.381263797324020E-01,1.504109219807550E+01
3.386860350132990E-01,1.635837558655980E+01
3.392477080790290E-01,1.772336241414550E+01
3.398113291398570E-01,1.876517894584110E+01
3.403768258585740E-01,1.924893446154110E+01
3.409441234629820E-01,1.941994155530630E+01
3.415131448865930E-01,1.902535708138930E+01
3.420838109357650E-01,1.827426315101170E+01
3.426560404806130E-01,1.721140219695350E+01
3.432297506662760E-01,1.601217810291010E+01
3.438048571404380E-01,1.485916115952480E+01
3.443812742924240E-01,1.401041843467280E+01
3.449589154988810E-01,1.336266243931120E+01
3.455376933708400E-01,1.275237473969900E+01
3.461175199970270E-01,1.222747421040400E+01
3.466983071785740E-01,1.180298366127270E+01
3.472799666507740E-01,1.141907987374130E+01
3.478624102882300E-01,1.110352400977010E+01
3.484455502906170E-01,1.093443512685850E+01
3.490292993473210E-01,1.098106251167840E+01
3.496135707802490E-01,1.125968729941950E+01
3.501982786652580E-01,1.173783454105840E+01
3.507833379336930E-01,1.234367287702250E+01
3.513686644564480E-01,1.287308084939140E+01
3.519541751137470E-01,1.327853566560530E+01
3.525397878543700E-01,1.397943600516480E+01
3.531254217483570E-01,1.495353922997820E+01
3.537109970371770E-01,1.594624738732080E+01
3.542964351851340E-01,1.658860986664980E+01
3.548816589352190E-01,1.685256093212720E+01
3.554665923718990E-01,1.694234115712180E+01
3.560511609924300E-01,1.673370543085710E+01
3.566352917872910E-01,1.620541969732260E+01
3.572189133292870E-01,1.551752346147910E+01
3.578019558699100E-01,1.484510742746750E+01
3.583843514406130E-01,1.427933847070230E+01
3.589660339559610E-01,1.381586700218340E+01
3.595469393150250E-01,1.336190629241330E+01
3.601270054971270E-01,1.294038483728390E+01
3.607061726479390E-01,1.256743349503690E+01
3.612843831521130E-01,1.226096201262960E+01
3.618615816890560E-01,1.199795427622320E+01
3.624377152690280E-01,1.181112216754630E+01
3.630127332475740E-01,1.179716212502860E+01
3.635865873171450E-01,1.191934427768420E+01
3.641592314757750E-01,1.212519502255400E+01
3.647306219736330E-01,1.252879259251770E+01
3.653007172391950E-01,1.299693467511110E+01
3.658694777876480E-01,1.398043114757590E+01
3.664368661147420E-01,1.475448667222700E+01
3.670028465798980E-01,1.570680453823570E+01
3.675673852825690E-01,1.658325601226000E+01
3.681304499359830E-01,1.744724134441640E+01
3.686920097422090E-01,1.800818865253220E+01
3.692520352721190E-01,1.804070565953280E+01
3.698104983533390E-01,1.766809313564610E+01
3.703673719685520E-01,1.706617204634190E+01
3.709226301658300E-01,1.637908538860570E+01
3.714762479818390E-01,1.574176317449670E+01
3.720282013779920E-01,1.524936940386080E+01
3.725784671889250E-01,1.481834448587780E+01
3.731270230819920E-01,1.444433427744220E+01
3.736738475260490E-01,1.418279738974150E+01
3.742189197673960E-01,1.384016051645430E+01
3.747622198106350E-01,1.343221492896820E+01
3.753037284021800E-01,1.313919305810930E+01
3.758434270143760E-01,1.297155679332670E+01
3.763812978285060E-01,1.293617302839900E+01
3.769173237154410E-01,1.300455182285880E+01
3.774514882132680E-01,1.318909657748090E+01
3.779837755018160E-01,1.361342933240980E+01
3.785141703746330E-01,1.425508941375270E+01
3.790426582095140E-01,1.500231599543630E+01
3.795692249391830E-01,1.576020009364740E+01
3.800938570240180E-01,1.661852101397040E+01
3.806165414289740E-01,1.757250818882920E+01
3.811372656068150E-01,1.832919520398990E+01
3.816560174896460E-01,1.870267314249950E+01
3.821727854904030E-01,1.876239976883190E+01
3.826875585155470E-01,1.852912426418180E+01
3.832003259895800E-01,1.807154544461590E+01
3.837110778914660E-01,1.751236331110970E+01
3.842198048023000E-01,1.690408374478460E+01
3.847264979630180E-01,1.638748881891630E+01
3.852311493403010E-01,1.597088254086600E+01
3.857337516984110E-01,1.557706276098330E+01
3.862342986743010E-01,1.522791848327650E+01
3.867327848531900E-01,1.492737510789390E+01
3.872292058417170E-01,1.465556142507510E+01
3.877235583359780E-01,1.443409846932010E+01
3.882158401819930E-01,1.418200024734020E+01
3.887060504266420E-01,1.404195258958230E+01
3.891941893576330E-01,1.405569323288470E+01
3.896802585317170E-01,1.422135153892880E+01
3.901642607910570E-01,1.450574249864820E+01
3.906462002683160E-01,1.501193533565880E+01
3.911260823816600E-01,1.542912063402120E+01
3.916039138214030E-01,1.621965226182170E+01
3.920797025304340E-01,1.735417168131400E+01
3.925534576807880E-01,1.806449521724760E+01
3.930251896488420E-01,1.846977217789120E+01
3.934949099914800E-01,1.867569298357730E+01
3.939626314253590E-01,1.852128449212500E+01
3.944283678109800E-01,1.821008931643150E+01
3.948921341427860E-01,1.774424182231550E+01
3.953539465459070E-01,1.731955693259400E+01
3.958138222795830E-01,1.691512728244790E+01
3.962717797466560E-01,1.652440478779840E+01
3.967278385079870E-01,1.612938698881000E+01
3.971820193001520E-01,1.568226785313300E+01
3.976343440544170E-01,1.532176229328240E+01
3.980848359147580E-01,1.490535747134110E+01
3.985335192525770E-01,1.447341321082070E+01
3.989804196758940E-01,1.414272075416170E+01
3.994255640309420E-01,1.397429814786490E+01
3.998689803945090E-01,1.394673656710750E+01
4.003106980557980E-01,1.407012814657960E+01
4.007507474871310E-01,1.431134986847290E+01
4.011891603034210E-01,1.478499905150580E+01
4.016259692109210E-01,1.540406927418140E+01
4.020612079462830E-01,1.613422864491110E+01
4.024949112074820E-01,1.699225319100460E+01
4.029271145784950E-01,1.777976835862570E+01
4.033578544498400E-01,1.821868257370750E+01
4.037871679372160E-01,1.851861812327660E+01
4.042150928003820E-01,1.882452399843660E+01
4.046416673642380E-01,1.884493938651600E+01
4.050669304437410E-01,1.867952183910610E+01
